11010,Jacquelyn Suarez,45,F,S,0,0,Bachelors,Professional,1 car,0,5-10 Miles,70000.00,Australia,Queensland,East Brisbane,4169,8088.040,647.043,202.201,3,4,2011-01-14 00:00:00.000,2013-05-23 00:00:00.000,860,250,3
11011,Curtis Lu,45,M,M,4,4,Bachelors,Professional,>= 2 cars,1,10+ Miles,60000.00,Australia,Queensland,East Brisbane,4169,8133.040,650.643,203.326,3,4,2010-12-30 00:00:00.000,2013-03-19 00:00:00.000,810,315,3
11012,Lauren Walker,35,F,M,2,0,Bachelors,Management,>= 2 cars,1,1-2 Miles,100000.00,United States,Washington,Bremerton,98312,81.260,6.501,2.032,2,5,2013-03-16 00:00:00.000,2013-10-15 00:00:00.000,213,105,2
11013,Ian Jenkins,35,M,M,2,0,Bachelors,Management,>= 2 cars,1,0-1 Miles,100000.00,United States,Oregon,Lebanon,97355,113.960,9.117,2.849,2,5,2013-04-13 00:00:00.000,2014-01-21 00:00:00.000,283,7,2
11014,Sydney Bennett,41,F,S,3,0,Bachelors,Management,>= 2 cars,0,1-2 Miles,100000.00,United States,Washington,Redmond,98052,138.450,11.076,3.462,2,6,2013-03-23 00:00:00.000,2013-04-30 00:00:00.000,38,273,2
11015,Chloe Young,30,F,S,0,0,Partial College,Skilled Manual,1 car,0,5-10 Miles,30000.00,United States,California,Burbank,91502,2500.970,200.078,62.524,1,3,2013-01-18 00:00:00.000,2013-01-18 00:00:00.000,0,375,1
11016,Wyatt Hill,30,M,M,0,0,Partial College,Skilled Manual,1 car,1,5-10 Miles,30000.00,United States,California,Imperial Beach,91932,2332.280,186.582,58.307,1,3,2013-02-09 00:00:00.000,2013-02-09 00:00:00.000,0,353,1
11017,Shannon Wang,65,F,S,4,0,High School,Skilled Manual,>= 2 cars,1,5-10 Miles,20000.00,Australia,Victoria,Sunbury,3429,6434.310,514.745,160.858,3,4,2011-01-12 00:00:00.000,2013-10-14 00:00:00.000,1006,106,3
11018,Clarence Rai,59,M,S,2,0,Partial College,Clerical,>= 2 cars,1,5-10 Miles,30000.00,Australia,Victoria,Bendigo,3550,6533.280,522.662,163.332,3,7,2011-01-17 00:00:00.000,2013-10-24 00:00:00.000,1011,96,3
11019,Luke Lal,31,M,S,0,0,High School,Skilled Manual,>= 2 cars,0,5-10 Miles,40000.00,Canada,British Columbia,Langley,V3A 4R2,882.700,70.616,22.069,17,33,2013-02-12 00:00:00.000,2014-01-12 00:00:00.000,334,16,11
11020,Jordan King,30,M,S,0,0,High School,Skilled Manual,>= 2 cars,0,1-2 Miles,40000.00,Canada,British Columbia,Metchosin,V9,2316.970,185.358,57.924,1,2,2012-12-29 00:00:00.000,2012-12-29 00:00:00.000,0,395,1
11021,Destiny Wilson,30,F,S,0,0,Partial College,Skilled Manual,1 car,0,1-2 Miles,40000.00,United States,Oregon,Beaverton,97005,2371.960,189.757,59.299,1,3,2013-01-23 00:00:00.000,2013-01-23 00:00:00.000,0,370,1
11022,Ethan Zhang,30,M,M,0,0,Partial College,Skilled Manual,1 car,1,5-10 Miles,40000.00,United States,Washington,Bellingham,98225,2322.280,185.782,58.057,1,2,2013-01-20 00:00:00.000,2013-01-20 00:00:00.000,0,373,1
11023,Seth Edwards,30,M,M,0,0,Partial College,Skilled Manual,1 car,1,1-2 Miles,40000.00,United States,California,Bellflower,90706,122.240,9.779,3.056,2,6,2013-02-17 00:00:00.000,2014-01-14 00:00:00.000,331,14,2
11024,Russell Xie,30,M,M,0,0,Partial College,Skilled Manual,>= 2 cars,1,5-10 Miles,60000.00,United States,California,Concord,94519,56.510,4.521,1.413,2,6,2013-06-27 00:00:00.000,2013-07-26 00:00:00.000,29,186,2
11025,Alejandro Beck,63,M,M,2,1,Partial High School,Clerical,>= 2 cars,1,1-2 Miles,10000.00,Australia,Queensland,Hawthorne,4171,6576.800,526.144,164.420,3,6,2011-01-06 00:00:00.000,2013-10-25 00:00:00.000,1023,95,3
11026,Harold Sai,63,M,S,2,0,Partial College,Clerical,>= 2 cars,0,1-2 Miles,30000.00,Australia,New South Wales,Goulburn,2580,6575.790,526.063,164.395,3,7,2011-01-23 00:00:00.000,2013-10-15 00:00:00.000,996,105,3
11027,Jessie Zhao,62,M,M,2,0,Partial College,Clerical,>= 2 cars,1,5-10 Miles,30000.00,Australia,Victoria,Warrnambool,3280,6591.570,527.326,164.790,3,9,2011-01-16 00:00:00.000,2013-10-24 00:00:00.000,1012,96,3
11028,Jill Jimenez,63,F,M,2,0,Partial College,Clerical,>= 2 cars,1,1-2 Miles,30000.00,Australia,New South Wales,St. Leonards,2065,6474.620,517.970,161.866,3,5,2011-01-26 00:00:00.000,2013-10-07 00:00:00.000,985,113,3
11029,Jimmy Moreno,62,M,M,2,0,Partial College,Clerical,>= 2 cars,1,1-2 Miles,30000.00,Australia,Victoria,Bendigo,3550,6565.290,525.223,164.133,3,7,2011-01-19 00:00:00.000,2013-11-11 00:00:00.000,1027,78,3
11030,Bethany Yuan,56,F,M,2,1,Partial High School,Clerical,>= 2 cars,1,1-2 Miles,10000.00,Australia,South Australia,Cloverdale,6105,6471.320,517.706,161.783,3,4,2011-02-05 00:00:00.000,2013-11-09 00:00:00.000,1008,80,3
11031,Theresa Ramos,61,F,M,4,0,High School,Skilled Manual,>= 2 cars,1,1-2 Miles,20000.00,Australia,New South Wales,Matraville,2036,6478.600,518.288,161.965,3,6,2011-02-01 00:00:00.000,2013-11-13 00:00:00.000,1016,76,3
11032,Denise Stone,62,F,M,4,0,High School,Skilled Manual,>= 2 cars,1,1-2 Miles,20000.00,Australia,Victoria,Melbourne,3000,6525.560,522.045,163.139,3,10,2011-02-18 00:00:00.000,2013-11-08 00:00:00.000,994,81,3
11033,Jaime Nath,56,M,M,4,0,High School,Skilled Manual,>= 2 cars,1,5-10 Miles,20000.00,Australia,New South Wales,Milsons Point,2061,6495.290,519.623,162.383,3,7,2011-02-15 00:00:00.000,2013-11-05 00:00:00.000,994,84,3
11034,Ebony Gonzalez,62,F,M,4,0,High School,Skilled Manual,>= 2 cars,1,5-10 Miles,20000.00,Australia,New South Wales,North Sydney,2055,6491.320,519.306,162.283,3,4,2011-02-01 00:00:00.000,2013-11-10 00:00:00.000,1013,79,3
11035,Wendy Dominguez,61,F,M,2,1,Partial High School,Clerical,>= 2 cars,1,1-2 Miles,10000.00,Australia,Victoria,Cranbourne,3977,6451.310,516.105,161.283,3,5,2011-02-06 00:00:00.000,2013-11-15 00:00:00.000,1013,74,3
11036,Jennifer Russell,30,F,M,0,0,Partial College,Skilled Manual,>= 2 cars,1,1-2 Miles,60000.00,United States,California,National City,91950,2354.980,188.398,58.875,1,2,2013-01-22 00:00:00.000,2013-01-22 00:00:00.000,0,371,1
11037,Chloe Garcia,31,F,S,0,0,Partial High School,Clerical,>= 2 cars,0,5-10 Miles,40000.00,Canada,British Columbia,Cliffside,V8Y 1L1,2374.230,189.938,59.356,1,7,2013-01-20 00:00:00.000,2013-01-20 00:00:00.000,0,373,1
11038,Diana Hernandez,61,F,M,2,1,Partial High School,Clerical,>= 2 cars,1,5-10 Miles,10000.00,Australia,New South Wales,Lavender Bay,2060,6437.330,514.986,160.933,3,3,2011-02-07 00:00:00.000,2013-11-12 00:00:00.000,1009,77,3
11039,Marc Martin,60,M,M,3,0,Partial College,Clerical,>= 2 cars,1,5-10 Miles,30000.00,Australia,New South Wales,Wollongong,2500,6636.580,530.926,165.915,3,9,2011-02-07 00:00:00.000,2013-11-11 00:00:00.000,1008,78,3
11040,Jesse Murphy,31,M,M,0,0,Partial College,Skilled Manual,>= 2 cars,1,1-2 Miles,30000.00,United States,Washington,Tacoma,98403,2350.960,188.077,58.774,1,3,2013-04-03 00:00:00.000,2013-04-03 00:00:00.000,0,300,1
11041,Amanda Carter,31,F,M,0,0,Partial College,Skilled Manual,>= 2 cars,1,1-2 Miles,60000.00,United States,California,Glendale,91203,2380.470,190.438,59.512,1,3,2013-01-14 00:00:00.000,2013-01-14 00:00:00.000,0,379,1
11042,Megan Sanchez,32,F,M,0,0,Partial College,Skilled Manual,>= 2 cars,1,0-1 Miles,70000.00,United States,California,Los Angeles,90012,3112.330,248.986,77.808,2,3,2013-01-21 00:00:00.000,2013-10-17 00:00:00.000,269,103,2
11043,Nathan Simmons,33,M,M,0,0,Partial College,Skilled Manual,>= 2 cars,1,5-10 Miles,60000.00,United States,California,Glendale,91203,47.980,3.838,1.200,2,3,2013-05-08 00:00:00.000,2013-08-18 00:00:00.000,102,163,2
11044,Adam Flores,60,M,M,2,1,Partial High School,Clerical,>= 2 cars,1,1-2 Miles,20000.00,Australia,Queensland,Hervey Bay,4655,6515.300,521.224,162.883,3,7,2011-02-28 00:00:00.000,2013-11-08 00:00:00.000,984,81,2
11045,Leonard Nara,59,M,S,3,0,High School,Skilled Manual,>= 2 cars,0,1-2 Miles,30000.00,Australia,New South Wales,Matraville,2036,114.960,9.197,2.874,2,4,2013-04-10 00:00:00.000,2013-10-29 00:00:00.000,202,91,2
11046,Christine Yuan,59,F,M,3,0,High School,Skilled Manual,>= 2 cars,1,5-10 Miles,30000.00,Australia,New South Wales,Lavender Bay,2060,6616.810,529.345,165.421,3,6,2011-02-06 00:00:00.000,2013-11-12 00:00:00.000,1010,77,3
11047,Jaclyn Lu,59,F,M,3,0,High School,Skilled Manual,>= 2 cars,0,1-2 Miles,30000.00,Australia,Victoria,Geelong,3220,6582.330,526.586,164.558,3,4,2011-02-03 00:00:00.000,2013-11-19 00:00:00.000,1020,70,2
11048,Jeremy Powell,58,M,M,3,0,High School,Skilled Manual,>= 2 cars,1,5-10 Miles,30000.00,Australia,Victoria,Sunbury,3429,6498.240,519.859,162.456,3,8,2011-02-10 00:00:00.000,2013-12-25 00:00:00.000,1049,34,3
11049,Carol Rai,28,F,S,0,0,Partial High School,Clerical,>= 2 cars,1,5-10 Miles,40000.00,United States,California,Chula Vista,91910,81.260,6.501,2.032,2,5,2013-03-09 00:00:00.000,2013-10-29 00:00:00.000,234,91,2
11050,Alan Zheng,57,M,M,3,0,High School,Skilled Manual,>= 2 cars,1,5-10 Miles,30000.00,Australia,Tasmania,Hobart,7001,5007.300,400.584,125.183,3,6,2011-02-20 00:00:00.000,2013-11-19 00:00:00.000,1003,70,3
11051,Daniel Johnson,57,M,S,3,0,High School,Skilled Manual,>= 2 cars,0,1-2 Miles,30000.00,Australia,Queensland,Caloundra,4551,123.950,9.916,3.099,2,5,2013-12-29 00:00:00.000,2014-01-01 00:00:00.000,3,27,2
11052,Heidi Lopez,57,F,S,2,0,Partial College,Clerical,>= 2 cars,0,5-10 Miles,40000.00,Australia,New South Wales,Matraville,2036,8131.320,650.506,203.283,3,7,2011-02-17 00:00:00.000,2013-05-27 00:00:00.000,830,246,3
11053,Ana Price,28,F,M,0,0,Partial College,Skilled Manual,>= 2 cars,0,1-2 Miles,60000.00,United States,California,San Diego,92102,2329.980,186.398,58.250,1,2,2013-01-17 00:00:00.000,2013-01-17 00:00:00.000,0,376,1
11054,Deanna Munoz,57,F,M,2,0,Partial College,Skilled Manual,>= 2 cars,1,5-10 Miles,40000.00,Australia,Victoria,Geelong,3220,8223.020,657.842,205.576,3,6,2011-02-03 00:00:00.000,2013-05-30 00:00:00.000,847,243,3
11055,Gilbert Raje,57,M,M,2,0,Partial College,Skilled Manual,>= 2 cars,1,5-10 Miles,40000.00,Australia,Queensland,East Brisbane,4169,8168.010,653.441,204.201,3,8,2011-01-31 00:00:00.000,2013-06-07 00:00:00.000,858,235,3
11056,Michele Nath,56,F,M,3,0,Partial College,Skilled Manual,>= 2 cars,1,5-10 Miles,40000.00,Australia,New South Wales,Newcastle,2300,8207.500,656.600,205.188,3,8,2011-02-26 00:00:00.000,2013-05-31 00:00:00.000,825,242,3
11057,Carl Andersen,44,M,M,2,0,Graduate Degree,Management,>= 2 cars,1,1-2 Miles,70000.00,Australia,New South Wales,Lane Cove,1597,8088.040,647.043,202.201,3,4,2011-02-22 00:00:00.000,2013-05-21 00:00:00.000,819,252,3
11058,Marc Diaz,49,M,M,2,0,Partial College,Skilled Manual,>= 2 cars,1,1-2 Miles,80000.00,Australia,South Australia,Findon,5023,8248.020,659.842,206.201,3,6,2011-03-09 00:00:00.000,2013-06-04 00:00:00.000,818,238,3
11059,Ashlee Andersen,55,F,S,2,0,Partial College,Skilled Manual,>= 2 cars,1,5-10 Miles,80000.00,Australia,Queensland,Townsville,4810,116.930,9.354,2.924,3,7,2013-02-18 00:00:00.000,2013-03-16 00:00:00.000,26,318,2
11060,Jon Zhou,55,M,M,2,0,Partial College,Skilled Manual,>= 2 cars,1,5-10 Miles,80000.00,Australia,Victoria,Warrnambool,3280,8153.020,652.242,203.826,3,6,2011-03-19 00:00:00.000,2013-06-25 00:00:00.000,829,217,3
11061,Todd Gao,38,M,M,2,0,Partial College,Skilled Manual,>= 2 cars,1,5-10 Miles,80000.00,Australia,Queensland,Gold Coast,4217,8129.020,650.322,203.226,3,6,2011-03-13 00:00:00.000,2013-06-14 00:00:00.000,824,228,3
11062,Noah Powell,33,M,M,0,0,High School,Skilled Manual,>= 2 cars,1,5-10 Miles,40000.00,United States,Oregon,Portland,97205,2351.960,188.157,58.799,1,3,2013-01-07 00:00:00.000,2013-01-07 00:00:00.000,0,386,1
11063,Angela Murphy,34,F,S,0,0,High School,Skilled Manual,>= 2 cars,1,5-10 Miles,40000.00,United States,Washington,Redmond,98052,2372.950,189.836,59.324,1,5,2013-01-12 00:00:00.000,2013-01-12 00:00:00.000,0,381,1
11064,Chase Reed,33,M,M,0,0,High School,Skilled Manual,>= 2 cars,1,5-10 Miles,40000.00,United States,California,Downey,90241,2304.980,184.398,57.625,1,2,2013-01-25 00:00:00.000,2013-01-25 00:00:00.000,0,368,1
11065,Jessica Henderson,35,F,M,0,0,Partial College,Skilled Manual,>= 2 cars,0,1-2 Miles,60000.00,United States,California,La Jolla,92806,202.570,16.206,5.064,2,5,2013-02-10 00:00:00.000,2014-01-10 00:00:00.000,334,18,2
11066,Grace Butler,35,F,M,0,0,Partial College,Professional,>= 2 cars,1,5-10 Miles,70000.00,United States,Oregon,Lebanon,97355,81.260,6.501,2.032,2,5,2013-05-31 00:00:00.000,2013-09-19 00:00:00.000,111,131,2
11067,Caleb Carter,32,M,S,0,0,Partial College,Professional,>= 2 cars,1,5-10 Miles,60000.00,United States,Washington,Port Orchard,98366,105.750,8.460,2.644,2,6,2013-08-18 00:00:00.000,2014-01-12 00:00:00.000,147,16,2
11068,Tiffany Liang,48,F,S,2,0,High School,Skilled Manual,>= 2 cars,1,5-10 Miles,80000.00,Australia,Victoria,Warrnambool,3280,113.360,9.069,2.834,3,9,2013-04-30 00:00:00.000,2013-10-08 00:00:00.000,161,112,3
11069,Carolyn Navarro,48,F,S,2,0,High School,Skilled Manual,>= 2 cars,0,1-2 Miles,80000.00,Australia,Queensland,Gold Coast,4217,8104.050,648.324,202.601,3,3,2011-04-17 00:00:00.000,2013-06-04 00:00:00.000,779,238,3
11070,Willie Raji,54,M,M,2,0,High School,Skilled Manual,>= 2 cars,1,5-10 Miles,80000.00,Australia,Victoria,Sunbury,3429,8165.550,653.244,204.139,3,10,2011-04-28 00:00:00.000,2013-06-26 00:00:00.000,790,216,3
11071,Linda Serrano,54,F,S,2,0,High School,Skilled Manual,>= 2 cars,1,5-10 Miles,80000.00,Australia,Queensland,Hawthorne,4171,110.230,8.818,2.756,3,7,2013-03-01 00:00:00.000,2013-12-01 00:00:00.000,275,58,2
11072,Casey Luo,54,F,S,2,0,High School,Skilled Manual,>= 2 cars,0,1-2 Miles,80000.00,Australia,New South Wales,St. Leonards,2065,8194.000,655.520,204.850,3,7,2011-03-31 00:00:00.000,2013-06-15 00:00:00.000,807,227,3
11073,Amy Ye,52,F,S,2,0,High School,Skilled Manual,>= 2 cars,1,5-10 Miles,70000.00,Australia,New South Wales,Springwood,2777,191.900,15.352,4.798,3,10,2013-03-23 00:00:00.000,2013-08-21 00:00:00.000,151,160,3
11074,Levi Arun,52,M,S,2,0,High School,Skilled Manual,>= 2 cars,1,5-10 Miles,70000.00,Australia,South Australia,Cloverdale,6105,94.190,7.535,2.355,3,7,2013-03-23 00:00:00.000,2013-05-27 00:00:00.000,65,246,2
11075,Felicia Jimenez,51,F,S,2,0,High School,Professional,>= 2 cars,1,5-10 Miles,80000.00,Australia,Victoria,Bendigo,3550,8068.030,645.442,201.701,3,5,2011-04-28 00:00:00.000,2013-06-24 00:00:00.000,788,218,3
11076,Blake Anderson,51,M,S,2,0,High School,Professional,>= 2 cars,1,5-10 Miles,80000.00,Australia,New South Wales,Wollongong,2500,8159.040,652.723,203.976,3,4,2011-04-21 00:00:00.000,2013-06-21 00:00:00.000,792,221,3
11077,Leah Ye,51,F,S,2,0,High School,Professional,>= 2 cars,0,1-2 Miles,80000.00,Australia,Victoria,Melton,3337,8169.030,653.522,204.226,3,5,2011-04-15 00:00:00.000,2013-06-12 00:00:00.000,789,230,3
11078,Gina Martin,29,F,S,0,0,High School,Professional,>= 2 cars,0,1-2 Miles,40000.00,Canada,British Columbia,Cliffside,V8Y 1L1,913.270,73.062,22.833,17,31,2013-02-15 00:00:00.000,2014-01-28 00:00:00.000,347,0,8
11079,Donald Gonzalez,44,M,S,0,0,Graduate Degree,Management,>= 2 cars,1,0-1 Miles,160000.00,Australia,Victoria,Geelong,3220,57.950,4.636,1.449,3,5,2013-03-15 00:00:00.000,2014-01-01 00:00:00.000,292,27,3
11080,Damien Chander,49,M,M,0,0,Graduate Degree,Management,>= 2 cars,1,0-1 Miles,170000.00,Australia,South Australia,Perth,6006,8204.020,656.322,205.101,3,7,2011-04-10 00:00:00.000,2013-06-23 00:00:00.000,805,219,3
11081,Savannah Baker,42,F,M,2,2,Bachelors,Management,>= 2 cars,1,2-5 Miles,120000.00,United States,California,Concord,94519,104.260,8.341,2.607,2,5,2013-02-12 00:00:00.000,2013-04-13 00:00:00.000,60,290,2
11082,Angela Butler,42,F,S,0,1,Graduate Degree,Management,>= 2 cars,0,1-2 Miles,130000.00,United States,California,Fremont,94536,3110.810,248.865,77.771,2,6,2013-01-22 00:00:00.000,2013-11-06 00:00:00.000,288,83,2
11083,Alyssa Cox,37,F,M,0,1,Graduate Degree,Management,>= 2 cars,1,1-2 Miles,130000.00,United States,California,Lincoln Acres,91950,3137.320,250.986,78.433,2,5,2013-01-06 00:00:00.000,2013-11-08 00:00:00.000,306,81,2
11084,Lucas Phillips,51,M,S,2,0,Partial High School,Skilled Manual,>= 2 cars,0,1-2 Miles,80000.00,United States,Oregon,Lebanon,97355,3078.610,246.289,76.966,2,5,2013-01-04 00:00:00.000,2013-11-21 00:00:00.000,321,68,2
11085,Emily Johnson,51,F,S,2,0,High School,Professional,>= 2 cars,0,5-10 Miles,60000.00,United States,California,Newport Beach,92625,128.960,10.317,3.224,2,5,2013-12-06 00:00:00.000,2014-01-08 00:00:00.000,33,20,2
11086,Ryan Brown,51,M,M,2,1,Partial College,Professional,no car,1,0-1 Miles,70000.00,United States,California,Santa Monica,90401,153.450,12.276,3.837,2,6,2013-07-02 00:00:00.000,2013-12-21 00:00:00.000,172,38,2
11087,Tamara Liang,51,F,M,3,2,Partial College,Professional,no car,0,0-1 Miles,70000.00,United States,California,Chula Vista,91910,200.280,16.022,5.007,2,4,2013-02-25 00:00:00.000,2013-08-09 00:00:00.000,165,172,2
11088,Hunter Davis,51,M,M,2,1,Bachelors,Management,no car,1,2-5 Miles,80000.00,United States,California,San Diego,92102,3176.780,254.142,79.420,2,7,2013-01-13 00:00:00.000,2013-11-12 00:00:00.000,303,77,2
11089,Abigail Price,52,F,S,2,1,Bachelors,Management,1 car,1,2-5 Miles,80000.00,United States,California,Long Beach,90802,3188.280,255.062,79.707,2,7,2012-12-29 00:00:00.000,2013-11-18 00:00:00.000,324,71,2
11090,Trevor Bryant,46,M,S,2,0,Partial College,Professional,1 car,1,2-5 Miles,90000.00,United States,California,Los Angeles,90012,6704.080,536.326,167.602,3,6,2011-08-07 00:00:00.000,2013-11-21 00:00:00.000,837,68,3
11091,Dalton Perez,52,M,M,2,0,Partial College,Professional,1 car,1,5-10 Miles,90000.00,Canada,British Columbia,Haney,V2W 1W2,1189.330,95.146,29.736,28,59,2013-01-29 00:00:00.000,2014-01-08 00:00:00.000,344,20,13
11092,Cheryl Diaz,42,F,M,2,2,Bachelors,Professional,no car,1,1-2 Miles,90000.00,Australia,Queensland,East Brisbane,4169,8110.020,648.802,202.751,3,5,2011-04-08 00:00:00.000,2013-06-21 00:00:00.000,805,221,3
11093,Aimee He,36,F,M,0,0,Graduate Degree,Management,no car,1,0-1 Miles,100000.00,Australia,New South Wales,Wollongong,2500,8180.000,654.400,204.500,3,7,2011-04-07 00:00:00.000,2013-06-08 00:00:00.000,793,234,3
11094,Cedric Ma,47,M,S,1,0,Partial College,Skilled Manual,1 car,0,0-1 Miles,70000.00,Australia,Victoria,Cranbourne,3977,235.890,18.871,5.898,3,8,2013-04-07 00:00:00.000,2014-01-11 00:00:00.000,279,17,3
11095,Chad Kumar,46,M,S,1,0,Partial College,Skilled Manual,1 car,1,5-10 Miles,70000.00,Australia,New South Wales,Port Macquarie,2444,8158.010,652.641,203.951,3,7,2011-04-01 00:00:00.000,2013-06-25 00:00:00.000,816,217,3
11096,Andrés Anand,46,M,M,1,0,Bachelors,Professional,1 car,1,5-10 Miles,60000.00,Australia,New South Wales,North Sydney,2055,8063.040,645.043,201.576,3,4,2011-04-11 00:00:00.000,2013-07-30 00:00:00.000,841,182,3
11097,Edwin Nara,42,M,M,1,0,Partial College,Skilled Manual,1 car,1,5-10 Miles,60000.00,Australia,Victoria,Warrnambool,3280,8099.030,647.922,202.476,3,5,2011-04-04 00:00:00.000,2013-07-24 00:00:00.000,842,188,3
11098,Mallory Rubio,48,F,S,1,0,Partial College,Skilled Manual,1 car,0,0-1 Miles,60000.00,Australia,New South Wales,Rhodes,2138,88.960,7.117,2.224,3,4,2013-02-11 00:00:00.000,2013-10-16 00:00:00.000,247,104,3
11099,Adam Ross,48,M,M,1,0,Bachelors,Professional,1 car,1,0-1 Miles,60000.00,Australia,New South Wales,Port Macquarie,2444,8215.990,657.279,205.400,3,9,2011-04-07 00:00:00.000,2013-07-01 00:00:00.000,816,211,3
11100,Latasha Navarro,48,F,S,1,0,Partial College,Skilled Manual,1 car,1,5-10 Miles,60000.00,Australia,South Australia,Cloverdale,6105,8172.510,653.801,204.313,3,7,2011-04-16 00:00:00.000,2013-08-07 00:00:00.000,844,174,3
11101,Abby Sai,44,F,S,0,0,Bachelors,Professional,1 car,0,0-1 Miles,70000.00,Australia,Victoria,Cranbourne,3977,8262.520,661.002,206.563,3,7,2011-04-29 00:00:00.000,2013-06-29 00:00:00.000,792,213,3
11102,Julia Nelson,44,F,S,5,5,Bachelors,Professional,>= 2 cars,1,1-2 Miles,80000.00,Australia,New South Wales,Sydney,1002,102.910,8.233,2.573,3,5,2013-07-16 00:00:00.000,2013-12-09 00:00:00.000,146,50,3
11103,Cassie Chande,33,F,S,0,0,Bachelors,Professional,1 car,1,5-10 Miles,70000.00,Australia,New South Wales,Darlinghurst,2010,8182.500,654.600,204.563,3,8,2011-04-15 00:00:00.000,2013-06-06 00:00:00.000,783,236,3
11104,Edgar Sara,39,M,M,0,0,Bachelors,Professional,1 car,0,0-1 Miles,70000.00,Australia,Queensland,Gold Coast,4217,8173.030,653.842,204.326,3,6,2011-05-04 00:00:00.000,2013-06-15 00:00:00.000,773,227,3
11105,Candace Fernandez,44,F,S,0,0,Bachelors,Professional,1 car,0,5-10 Miles,70000.00,Australia,New South Wales,Matraville,2036,8095.990,647.679,202.400,3,5,2011-05-14 00:00:00.000,2013-06-05 00:00:00.000,753,237,3
11106,Jessie Liu,44,M,S,0,0,Bachelors,Professional,1 car,0,5-10 Miles,70000.00,Australia,Victoria,Warrnambool,3280,8079.050,646.324,201.976,3,3,2011-05-18 00:00:00.000,2013-06-15 00:00:00.000,759,227,3
11107,Bianca Lin,38,F,M,1,0,Bachelors,Professional,1 car,1,5-10 Miles,90000.00,Australia,New South Wales,St. Leonards,2065,8171.010,653.681,204.276,3,6,2011-05-01 00:00:00.000,2013-06-21 00:00:00.000,782,221,3
11108,Kari Alvarez,45,F,S,0,0,Bachelors,Professional,>= 2 cars,0,0-1 Miles,70000.00,Australia,New South Wales,Port Macquarie,2444,8124.040,649.923,203.101,3,5,2011-05-03 00:00:00.000,2013-06-23 00:00:00.000,782,219,3
11109,Ruben Kapoor,34,M,S,0,0,Bachelors,Professional,>= 2 cars,0,0-1 Miles,70000.00,Australia,Victoria,South Melbourne,3205,8245.010,659.601,206.126,3,8,2011-05-10 00:00:00.000,2013-06-24 00:00:00.000,776,218,3
11110,Curtis Yang,47,M,M,1,0,Partial College,Skilled Manual,1 car,1,5-10 Miles,60000.00,Australia,New South Wales,Darlinghurst,2010,8093.030,647.442,202.326,3,5,2011-05-01 00:00:00.000,2013-08-20 00:00:00.000,842,161,3
11111,Meredith Gutierrez,47,F,M,1,0,Partial College,Skilled Manual,1 car,1,0-1 Miles,60000.00,Australia,Victoria,Geelong,3220,8137.000,650.960,203.425,3,8,2011-05-20 00:00:00.000,2013-08-22 00:00:00.000,825,159,3
